DATE,GEAR, SPECIES,TL_MM,FL_MM,WEIGHT_G,WEIGHT_SOURCE,SAMPLED_FOR_DIET,FISH_ID,NOTES
8/23/2013,SEINE,FMS,95,87,6.1,FIELD,N,,
8/23/2013,SEINE,HBC,66,59,1.4,FIELD,N,,
8/23/2013,SEINE,FMS,65,60,1.9,FIELD,N,,
8/23/2013,SEINE,FMS,58,53,1.3,FIELD,N,,
8/23/2013,SEINE,SPD,52,48,1.4,FIELD,N,,
8/23/2013,SEINE,FMS,79,72,3.4,FIELD,N,,
8/23/2013,SEINE,SPD,48,44,1,FIELD,N,,
8/23/2013,SEINE,HBC,71,63,2.6,FIELD,N,,
8/23/2013,SEINE,FMS,73,67,3.5,FIELD,N,,
8/23/2013,SEINE,FMS,82,75,4.3,FIELD,N,,
8/23/2013,SEINE,HBC,65,58,2.5,FIELD,N,,
8/23/2013,SEINE,FMS,74,69,3.5,FIELD,N,,
8/23/2013,SEINE,SPD,48,45,1.2,FIELD,N,,
8/23/2013,SEINE,FMS,65,59,2.2,FIELD,N,,
8/23/2013,SEINE,SPD,46,42,1.2,FIELD,N,,
8/23/2013,SEINE,SPD,50,46,1,FIELD,N,,
8/23/2013,SEINE,HBC,145,128,20,FIELD,N,,
8/23/2013,SEINE,HBC,145,127,20.7,FIELD,N,,
8/23/2013,SEINE,BHS,99,90,6.9,FIELD,N,,
8/23/2013,SEINE,BHS,95,85,5.5,FIELD,N,,
8/23/2013,SEINE,BHS,102,91,7.5,FIELD,N,,
8/23/2013,SEINE,SPD,50,46,1.2,FIELD,N,,
8/23/2013,SEINE,FMS,82,77,4.1,FIELD,N,,
8/23/2013,SEINE,BHS,92,83,5.9,FIELD,N,,
8/23/2013,SEINE,BHS,95,86,5.9,FIELD,N,,
8/23/2013,SEINE,FMS,82,76,3.4,FIELD,N,,
8/23/2013,SEINE,FMS,73,88,2.8,FIELD,N,,
8/23/2013,SEINE,FMS,74,89,3.2,FIELD,N,,
8/23/2013,SEINE,SPD,75,88,3.6,FIELD,N,,
8/23/2013,SEINE,SPD,78,72,3.5,FIELD,N,,
8/23/2013,SEINE,SPD,76,71,3.3,FIELD,N,,
8/23/2013,SEINE,FMS,68,62,2.1,FIELD,N,,
8/23/2013,SEINE,SPD,78,72,5.2,FIELD,N,,
8/23/2013,SEINE,SPD,54,49,1.2,FIELD,N,,
8/23/2013,SEINE,SPD,59,53,1.6,FIELD,N,,
8/23/2013,SEINE,SPD,53,49,1,FIELD,N,,
8/23/2013,SEINE,HBC,68,61,2,FIELD,N,,
8/23/2013,SEINE,FMS,80,75,3.4,FIELD,N,,
8/23/2013,SEINE,FMS,83,77,4,FIELD,N,,
8/23/2013,SEINE,FMS,79,73,3.1,FIELD,N,,
8/23/2013,SEINE,SPD,74,69,2.7,FIELD,N,,
8/23/2013,SEINE,SPD,89,82,4.8,FIELD,N,,
8/23/2013,SEINE,HBC,142,121,17,FIELD,N,,
8/23/2013,SEINE,SPD,79,74,3.8,FIELD,N,,
8/23/2013,SEINE,FMS,81,76,3.8,FIELD,N,,
8/23/2013,SEINE,FMS,70,64,2.3,FIELD,N,,
8/23/2013,SEINE,SPD,56,51,2.4,FIELD,N,,
8/23/2013,SEINE,FMS,75,69,4.2,FIELD,N,,
8/23/2013,SEINE,FMS,78,72,4.7,FIELD,N,,
8/23/2013,SEINE,HBC,153,133,22.1,FIELD,N,,
8/23/2013,SEINE,SPD,54,50,1.3,FIELD,N,,
8/23/2013,SEINE,SPD,55,51,1.3,FIELD,N,,
8/23/2013,SEINE,HBC,126,109,13.4,FIELD,N,,
8/23/2013,SEINE,SPD,75,70,3,FIELD,N,,
8/23/2013,SEINE,SPD,49,45,1.1,FIELD,N,,
8/23/2013,SEINE,FMS,79,72,3.5,FIELD,N,,
8/23/2013,SEINE,SPD,52,48,1.6,FIELD,N,,
8/23/2013,SEINE,HBC,138,119,17,FIELD,N,,
8/23/2013,SEINE,FMS,80,74,3.4,FIELD,N,,
8/23/2013,SEINE,HBC,62,57,1.8,FIELD,N,,
8/23/2013,SEINE,HBC,67,61,1.5,FIELD,N,,
8/23/2013,SEINE,HBC,61,55,1.4,FIELD,N,,
8/23/2013,SEINE,HBC,59,52,1.8,FIELD,N,,
8/23/2013,SEINE,HBC,66,59,2,FIELD,N,,
8/23/2013,SEINE,FHM,69,66,2.3,FIELD,N,,
8/23/2013,SEINE,HBC,54,48,1.1,FIELD,N,,
8/23/2013,SEINE,FMS,68,62,2.3,FIELD,N,,
8/23/2013,SEINE,HBC,53,48,0.9,FIELD,N,,
8/23/2013,SEINE,HBC,62,56,1.6,FIELD,N,,
8/23/2013,SEINE,HBC,52,47,0.7,FIELD,N,,
8/23/2013,SEINE,HBC,62,55,1.6,FIELD,N,,
8/23/2013,SEINE,HBC,62,55,1.6,FIELD,N,,
8/23/2013,SEINE,FHM,65,59,1.9,FIELD,N,,
8/23/2013,SEINE,HBC,57,51,1.2,FIELD,N,,
8/23/2013,SEINE,HBC,49,42,0.9,FIELD,N,,
8/23/2013,SEINE,FMS,67,62,2.8,FIELD,N,,
8/23/2013,SEINE,FMS,59,54,1.1,FIELD,N,,
8/23/2013,SEINE,HBC,66,57,2.2,FIELD,N,,
8/23/2013,SEINE,HBC,58,51,1.1,FIELD,N,,
8/23/2013,SEINE,HBC,66,58,1.8,FIELD,N,,
8/23/2013,SEINE,FMS,93,85,6,FIELD,N,,
8/23/2013,SEINE,HBC,43,38,0.5,FIELD,N,,
8/23/2013,SEINE,HBC,57,52,1.3,FIELD,N,,
8/23/2013,SEINE,HBC,59,53,1.5,FIELD,N,,
8/23/2013,SEINE,FHM,25,23,,,N,,
8/23/2013,SEINE,FHM,20,18,,,N,,
8/23/2013,SEINE,FHM,21,19,,,N,,
8/23/2013,SEINE,HBC,60,54,1.9,FIELD,N,,
8/23/2013,SEINE,PKF,42,,0.7,FIELD,N,,
8/23/2013,SEINE,FMS,68,62,2.6,FIELD,N,,
8/23/2013,SEINE,PKF,36,,0.4,FIELD,N,,
8/23/2013,SEINE,PKF,45,,0.9,FIELD,N,,
8/23/2013,SEINE,FHM,29,,,,N,,
8/23/2013,SEINE,HBC,77,68,2.9,FIELD,N,,
8/23/2013,SEINE,HBC,65,57,2,FIELD,N,,
8/23/2013,SEINE,HBC,58,50,1.5,FIELD,N,,
8/23/2013,SEINE,HBC,59,52,1.3,FIELD,N,,
8/23/2013,SEINE,FMS,92,85,5.4,FIELD,N,,
8/23/2013,SEINE,FMS,65,60,1.8,FIELD,N,,
8/23/2013,SEINE,FHM,22,,,,N,,
8/23/2013,SEINE,HBC,63,55,1.8,FIELD,N,,
8/23/2013,SEINE,FHM,25,,,,N,,
8/23/2013,SEINE,PKF,35,,0.5,FIELD,N,,
8/23/2013,SEINE,HBC,62,54,1.5,FIELD,N,,
8/23/2013,SEINE,HBC,58,50,1.1,FIELD,N,,
8/23/2013,SEINE,HBC,59,53,1.3,FIELD,N,,
8/23/2013,SEINE,PKF,38,,0.6,FIELD,N,,
8/23/2013,SEINE,HBC,58,53,1.4,FIELD,N,,
8/23/2013,SEINE,PKF,33,,0.4,FIELD,N,,
8/23/2013,SEINE,HBC,64,57,1.8,FIELD,N,,
8/23/2013,SEINE,HBC,53,47,0.9,FIELD,N,,
8/23/2013,SEINE,HBC,66,58,2.2,FIELD,N,,
8/23/2013,SEINE,HBC,54,48,1.3,FIELD,N,,
8/23/2013,SEINE,PKF,32,,0.3,FIELD,N,,
8/23/2013,SEINE,PKF,38,,0.6,FIELD,N,,
8/23/2013,SEINE,PKF,36,,0.4,FIELD,N,,
8/23/2013,SEINE,HBC,41,37,0.6,FIELD,N,,
8/23/2013,SEINE,PKF,26,,0.1,FIELD,N,,
8/23/2013,SEINE,FHM,15,,,,N,,
8/23/2013,SEINE,PKF,42,,0.8,FIELD,N,,
8/23/2013,SEINE,HBC,65,58,1.9,FIELD,N,,
8/23/2013,SEINE,HBC,54,49,0.9,FIELD,N,,
8/23/2013,SEINE,HBC,55,48,0.9,FIELD,N,,
8/23/2013,SEINE,HBC,63,57,1.6,FIELD,N,,
8/23/2013,SEINE,HBC,131,112,13.8,FIELD,N,,
8/23/2013,SEINE,HBC,59,52,1.4,FIELD,N,,
8/23/2013,SEINE,HBC,65,58,2,FIELD,N,,
8/23/2013,SEINE,HBC,136,119,15.2,FIELD,N,,
8/23/2013,SEINE,HBC,50,44,0.8,FIELD,N,,
8/23/2013,SEINE,HBC,62,57,1.8,FIELD,N,,
8/24/2013,SEINE,FMS,49,45,1.2,FIELD,N,,
8/24/2013,SEINE,SPD,54,49,1,FIELD,N,,
8/24/2013,SEINE,HBC,62,55,1.2,FIELD,N,,
8/24/2013,SEINE,HBC,72,63,2,FIELD,N,,
8/24/2013,SEINE,HBC,61,53,1.4,FIELD,N,,
8/24/2013,SEINE,HBC,48,42,0.8,FIELD,N,,
8/24/2013,SEINE,HBC,50,44,0.9,FIELD,N,,
8/24/2013,SEINE,SPD,55,50,1.2,FIELD,N,,
8/24/2013,SEINE,HBC,50,44,1,FIELD,N,,
8/24/2013,SEINE,FMS,54,50,1.1,FIELD,N,,
8/24/2013,SEINE,FMS,65,60,2,FIELD,N,,
8/24/2013,SEINE,HBC,56,50,1.2,FIELD,N,,
8/24/2013,SEINE,FMS,93,84,5.4,FIELD,N,,
8/24/2013,SEINE,SPD,34,31,0.2,FIELD,N,,
8/24/2013,SEINE,SPD,43,39,0.7,FIELD,N,,
8/24/2013,SEINE,HBC,62,55,1.7,FIELD,N,,
8/24/2013,SEINE,HBC,43,37,0.6,FIELD,N,,
8/24/2013,SEINE,FMS,60,55,1.6,FIELD,N,,
8/24/2013,SEINE,HBC,54,47,1.1,FIELD,N,,
8/24/2013,SEINE,HBC,62,54,1.6,FIELD,N,,
8/24/2013,SEINE,FMS,74,68,3,FIELD,N,,
8/24/2013,SEINE,FMS,60,55,1.8,FIELD,N,,
8/24/2013,SEINE,FMS,61,56,1.8,FIELD,N,,
8/24/2013,SEINE,HBC,62,55,1.5,FIELD,N,,
8/24/2013,SEINE,FMS,58,54,1.5,FIELD,N,,
8/24/2013,SEINE,HBC,60,52,1.5,FIELD,N,,
8/24/2013,SEINE,FMS,74,68,3.1,FIELD,N,,
8/24/2013,SEINE,FMS,61,56,1.7,FIELD,N,,
8/24/2013,SEINE,FMS,65,60,2.4,FIELD,N,,
8/24/2013,SEINE,FMS,75,70,3.4,FIELD,N,,
8/24/2013,SEINE,SPD,42,39,1.2,FIELD,N,,
8/24/2013,SEINE,HBC,63,57,2,FIELD,N,,
8/24/2013,SEINE,HBC,66,59,1.5,FIELD,N,,
8/24/2013,SEINE,HBC,134,117,14.2,FIELD,N,,
8/24/2013,SEINE,HBC,60,51,1.2,FIELD,N,,
8/24/2013,SEINE,HBC,62,53,1.5,FIELD,N,,
8/24/2013,SEINE,SPD,90,82,6.7,FIELD,N,,
8/24/2013,SEINE,FMS,65,60,2.1,FIELD,N,,
8/24/2013,SEINE,HBC,205,178,53.7,FIELD,N,,
8/24/2013,SEINE,FMS,79,73,3.8,FIELD,N,,
8/24/2013,SEINE,FMS,232,213,92.1,FIELD,N,,
8/24/2013,SEINE,SPD,64,58,2.2,FIELD,N,,
8/24/2013,SEINE,SPD,99,91,6.4,FIELD,N,,
8/24/2013,SEINE,HBC,139,121,18.4,FIELD,N,,
8/24/2013,SEINE,SPD,84,80,4.6,FIELD,N,,
8/24/2013,SEINE,SPD,81,73,4,FIELD,N,,
8/24/2013,SEINE,HBC,63,57,1.8,FIELD,N,,
8/24/2013,SEINE,SPD,52,48,1.2,FIELD,N,,
8/24/2013,SEINE,HBC,62,56,1.8,FIELD,N,,
8/24/2013,SEINE,FMS,80,73,3.5,FIELD,N,,
8/24/2013,SEINE,SPD,47,43,1,FIELD,N,,
8/24/2013,SEINE,SPD,70,66,2.6,LM REGRESSION,N,,
8/24/2013,SEINE,HBC,80,75,3.6,FIELD,N,,
8/24/2013,SEINE,HBC,138,123,16.8,FIELD,N,,
8/24/2013,SEINE,SPD,67,63,2.4,FIELD,N,,
8/24/2013,SEINE,SPD,47,44,0.9,FIELD,N,,
8/24/2013,SEINE,HBC,70,66,2.3,FIELD,N,,
8/24/2013,SEINE,BHS,107,97,8.7,FIELD,N,,
8/24/2013,SEINE,BHS,102,91,6.8,FIELD,N,,
8/24/2013,SEINE,HBC,140,122,17.7,FIELD,N,,
8/24/2013,SEINE,HBC,69,62,1.9,FIELD,N,,
8/24/2013,SEINE,FMS,83,7,4.4,LM REGRESSION,N,,
8/24/2013,SEINE,HBC,156,137,20.8,FIELD,N,,
8/24/2013,SEINE,HBC,62,56,1.6,FIELD,N,,
8/24/2013,SEINE,HBC,72,65,2,FIELD,N,,
8/24/2013,SEINE,FMS,75,69,2.7,FIELD,N,,
8/24/2013,SEINE,FMS,75,69,2.7,FIELD,N,,
8/24/2013,SEINE,FMS,70,65,2.5,FIELD,N,,
8/24/2013,SEINE,SPD,76,69,3.1,FIELD,N,,
8/24/2013,SEINE,HBC,61,55,1.6,FIELD,N,,
8/24/2013,SEINE,FMS,85,76,3.9,FIELD,N,,
8/24/2013,SEINE,SPD,98,89,6.9,FIELD,N,,
8/24/2013,SEINE,SPD,71,67,3.2,FIELD,N,,
8/24/2013,SEINE,SPD,55,50,1.1,FIELD,N,,
8/24/2013,SEINE,SPD,60,53,1.4,FIELD,N,,
8/24/2013,SEINE,SPD,57,52,1.3,FIELD,N,,
8/24/2013,SEINE,FMS,63,59,1.7,FIELD,N,,
8/24/2013,SEINE,SPD,72,68,2.6,FIELD,N,,
8/24/2013,SEINE,HBC,144,125,19.2,FIELD,N,,
8/24/2013,SEINE,SPD,69,66,2.6,FIELD,N,,
8/24/2013,SEINE,SPD,50,44,1,FIELD,N,,
8/24/2013,SEINE,SPD,110,99,9,FIELD,N,,
8/24/2013,SEINE,FMS,82,75,3.8,FIELD,N,,
8/24/2013,SEINE,HBC,124,108,11.8,FIELD,N,,
8/24/2013,SEINE,SPD,92,85,5.1,FIELD,N,,
8/24/2013,SEINE,HBC,121,105,11.1,FIELD,N,,
8/24/2013,SEINE,SPD,88,81,5,FIELD,N,,
8/24/2013,SEINE,SPD,70,63,2.4,FIELD,N,,
8/24/2013,SEINE,SPD,80,73,3.9,FIELD,N,,
8/24/2013,SEINE,SPD,67,60,2,FIELD,N,,
8/24/2013,SEINE,SPD,100,92,6.8,FIELD,N,,
8/24/2013,SEINE,SPD,48,43,0.9,FIELD,N,,
8/24/2013,SEINE,SPD,43,40,0.7,FIELD,N,,
8/24/2013,SEINE,SPD,53,49,1.2,FIELD,N,,
8/24/2013,SEINE,FMS,86,78,4.4,FIELD,N,,
8/24/2013,SEINE,SPD,56,52,1.2,FIELD,N,,
8/24/2013,SEINE,BHS,72,63,2,FIELD,N,,
8/24/2013,SEINE,HBC,67,58,2.2,FIELD,N,,
8/24/2013,SEINE,HBC,65,58,1.6,FIELD,N,,
8/24/2013,SEINE,HBC,149,130,20.8,FIELD,N,,
8/24/2013,SEINE,FMS,63,58,1.5,FIELD,N,,
8/24/2013,SEINE,FMS,70,65,2.6,LM REGRESSION,N,,
8/24/2013,SEINE,HBC,51,46,1,FIELD,N,,
8/24/2013,SEINE,HBC,61,54,1.7,FIELD,N,,
8/24/2013,SEINE,FMS,90,82,5.3,FIELD,N,,
8/24/2013,SEINE,HBC,59,52,1.4,FIELD,N,,
8/24/2013,SEINE,FMS,68,62,2.3,FIELD,N,,
8/24/2013,SEINE,FMS,52,47,1,FIELD,N,,
8/24/2013,SEINE,FMS,69,63,2.5,FIELD,N,,
8/24/2013,SEINE,FMS,62,56,1.9,FIELD,N,,
8/24/2013,SEINE,FMS,64,59,2.5,FIELD,N,,
8/24/2013,SEINE,HBC,70,62,2.6,FIELD,N,,
8/24/2013,SEINE,PKF,26,,0.2,FIELD,N,,
8/24/2013,SEINE,PKF,42,,0.6,FIELD,N,,
8/24/2013,SEINE,FMS,84,77,4.4,FIELD,N,,
8/24/2013,SEINE,FMS,76,70,3.1,FIELD,N,,
8/24/2013,SEINE,HBC,42,36,0.4,FIELD,N,,
8/24/2013,SEINE,HBC,68,61,2,FIELD,N,,
8/24/2013,SEINE,HBC,49,43,0.7,FIELD,N,,
8/24/2013,SEINE,FHM,76,70,4.4,FIELD,N,,
8/24/2013,SEINE,FMS,83,75,3.7,FIELD,N,,
8/24/2013,SEINE,FMS,67,62,2.5,FIELD,N,,
8/24/2013,SEINE,PKF,36,,0.3,FIELD,N,,
8/24/2013,SEINE,FMS,74,69,3.1,FIELD,N,,
8/24/2013,SEINE,HBC,50,44,0.8,FIELD,N,,
8/24/2013,SEINE,HBC,57,50,0.8,FIELD,N,,
8/24/2013,SEINE,HBC,50,44,0.8,FIELD,N,,
8/24/2013,SEINE,FMS,53,49,1.1,FIELD,N,,
8/24/2013,SEINE,FMS,66,61,2.4,FIELD,N,,
8/24/2013,SEINE,FMS,68,62,2.6,FIELD,N,,
8/24/2013,SEINE,FMS,78,71,3.3,FIELD,N,,
8/24/2013,SEINE,HBC,68,61,2.2,FIELD,N,,
8/24/2013,SEINE,FMS,72,67,2.6,FIELD,N,,
8/24/2013,SEINE,FMS,59,53,1.5,FIELD,N,,
8/24/2013,SEINE,FMS,72,67,2.6,FIELD,N,,
8/24/2013,SEINE,FMS,73,67,3,FIELD,N,,
8/24/2013,SEINE,FHM,45,42,0.9,FIELD,N,,
8/24/2013,SEINE,PKF,45,,0.7,FIELD,N,,
8/24/2013,SEINE,FMS,76,70,3.2,FIELD,N,,
8/24/2013,SEINE,HBC,56,48,1,FIELD,N,,
8/24/2013,SEINE,HBC,56,49,1.2,FIELD,N,,
8/24/2013,SEINE,SPD,43,40,0.6,FIELD,N,,
8/24/2013,SEINE,SPD,89,81,5.9,FIELD,N,,
8/24/2013,SEINE,SPD,45,41,1.3,FIELD,N,,
8/24/2013,SEINE,HBC,75,68,2.9,FIELD,N,,
8/24/2013,SEINE,HBC,62,55,1.6,FIELD,N,,
8/24/2013,SEINE,SPD,54,50,1.2,FIELD,N,,
8/24/2013,SEINE,HBC,60,54,1.7,FIELD,N,,
8/24/2013,SEINE,FMS,62,57,1.8,FIELD,N,,
8/24/2013,SEINE,HBC,49,44,0.9,FIELD,N,,
8/24/2013,SEINE,HBC,45,39,0.5,FIELD,N,,
8/24/2013,SEINE,HBC,57,51,1.1,FIELD,N,,
8/24/2013,SEINE,FMS,61,55,1.6,FIELD,N,,
8/24/2013,SEINE,HBC,61,55,1.5,FIELD,N,,
8/24/2013,SEINE,HBC,56,48,0.7,FIELD,N,,
8/24/2013,SEINE,HBC,62,57,2,FIELD,N,,
8/24/2013,SEINE,HBC,55,48,0.8,FIELD,N,,
8/24/2013,SEINE,HBC,63,55,1.7,FIELD,N,,
8/24/2013,SEINE,FMS,65,59,1.7,FIELD,N,,
8/24/2013,SEINE,FMS,65,59,2,FIELD,N,,
8/24/2013,SEINE,SPD,48,44,1,FIELD,N,,
8/24/2013,SEINE,FMS,70,64,2.3,FIELD,N,,
8/24/2013,SEINE,FMS,81,75,3.9,FIELD,N,,
8/24/2013,SEINE,FMS,77,72,3.4,FIELD,N,,
8/24/2013,SEINE,HBC,62,56,2.1,FIELD,N,,
8/24/2013,SEINE,HBC,145,125,19.1,FIELD,N,,
8/24/2013,SEINE,FMS,64,60,2,FIELD,N,,
3/26/2013,SEINE,BHS,62,59,1.8,FIELD,Y,BHS.3.11,
7/15/2012,HOOP,HBC,122,105,11.1,FIELD,Y,HBC.7.33,
7/15/2012,HOOP,PKF,38,NA,0.5,FIELD,Y,PKF.7.05,
7/15/2012,HOOP,BHS,53,48,1.5,FIELD,Y,BHS.7.11,
7/15/2012,HOOP,SPD,41,38,0.4,FIELD,Y,SPD.7.11,
7/15/2012,HOOP,BHS,45,41,0.6,FIELD,Y,BHS.7.10,
7/15/2012,HOOP,SPD,38,36,0.3,FIELD,Y,SPD.7.08,
7/15/2012,HOOP,BHS,42,38,0.5,FIELD,N,,
7/15/2012,HOOP,BHS,43,39,0.8,FIELD,Y,BHS.7.03,
7/15/2012,HOOP,PKF,31,,,,Y,PKF.7.06,
7/15/2012,HOOP,PKF,30,,,,Y,PKF.7.03,
7/15/2012,HOOP,PKF,31,,,,Y,PKF.7.23,
7/15/2012,HOOP,SUC,33,30,,,N,,
7/15/2012,HOOP,BHS,44,41,0.7,FIELD,Y,BHS.7.08,
7/15/2012,HOOP,PKF,30,,,,N,,
7/15/2012,DIPNET,HBC,51,45,1.6,FIELD,N,,
7/15/2012,DIPNET,HBC,55,49,,,N,,
7/15/2012,DIPNET,HBC,52,47,0.8,FIELD,N,,
7/15/2012,DIPNET,HBC,63,55,1.4,FIELD,N,,
7/15/2012,DIPNET,HBC,50,40,,,N,,
7/15/2012,DIPNET,HBC,57,45,,,N,,
7/15/2012,DIPNET,HBC,52,42,,,N,,
7/15/2012,DIPNET,HBC,46,36,,,N,,
7/15/2012,DIPNET,HBC,57,46,,,N,,
7/15/2012,DIPNET,HBC,56,46,,,N,,
7/15/2012,DIPNET,HBC,50,40,,,N,,
7/15/2012,DIPNET,HBC,50,40,,,N,,
7/15/2012,DIPNET,HBC,39,32,,,N,,
7/15/2012,DIPNET,HBC,49,39,,,N,,
7/15/2012,DIPNET,SUC,46,38,,,N,,
7/15/2012,DIPNET,SPD,42,34,0.6,LM REGRESSION,Y,SPD.7.21,
7/15/2012,DIPNET,SPD,49,42,0.9,LM REGRESSION,N,,
7/15/2012,HOOP,CCF,101,83,6.8,FIELD,Y,CCF.7.01,
7/15/2012,HOOP,HBC,59,49,,,N,,
7/15/2012,HOOP,HBC,292,250,213.3,LM REGRESSION,Y,HBC.7.32,
7/17/2012,HOOP,HBC,47,37,1.4,FIELD,N,,
7/17/2012,HOOP,HBC,120,97,12,FIELD,Y,HBC.7.08,
7/17/2012,HOOP,HBC,55,47,1.5,FIELD,N,,
7/17/2012,HOOP,HBC,143,130,22.4,FIELD,Y,HBC.7.34,
7/17/2012,HOOP,HBC,116,105,10.5,FIELD,Y,HBC.7.09,
7/17/2012,HOOP,HBC,125,110,15.1,FIELD,Y,HBC.7.11,
7/17/2012,HOOP,HBC,140,122,19.4,FIELD,Y,HBC.7.12,
7/17/2012,HOOP,HBC,194,171,55.6,FIELD,Y,HBC.7.13,
7/17/2012,HOOP,HBC,112,95,11,FIELD,Y,HBC.7.04,
7/17/2012,HOOP,HBC,190,171,49,FIELD,Y,HBC.7.15,
7/17/2012,HOOP,HBC,130,117,17.2,FIELD,Y,HBC.7.16,
7/17/2012,HOOP,HBC,190,172,52.4,FIELD,Y,HBC.7.17,
7/17/2012,SEINE,HBC,33,28,,,N,,
7/17/2012,SEINE,HBC,60,54,,,N,,
7/17/2012,SEINE,SPD,28,24,0.2,LM REGRESSION,N,,
7/17/2012,SEINE,HBC,146,130,,,N,,
7/17/2012,SEINE,PKF,51,47,,,N,,
7/17/2012,SEINE,HBC,56,50,,,N,,
7/17/2012,SEINE,HBC,40,36,,,N,,
7/17/2012,SEINE,HBC,52,44,,,N,,
7/17/2012,SEINE,HBC,60,52,,,N,,
7/17/2012,SEINE,HBC,57,49,,,N,,
7/17/2012,SEINE,HBC,66,58,,,N,,
7/17/2012,SEINE,HBC,60,52,,,N,,
7/17/2012,SEINE,HBC,139,122,,,N,,
7/17/2012,SEINE,HBC,48,42,,,N,,
7/17/2012,SEINE,HBC,46,38,,,N,,
7/17/2012,SEINE,HBC,51,45,,,N,,
7/17/2012,SEINE,HBC,46,40,,,N,,
7/17/2012,SEINE,HBC,55,49,,,N,,
7/17/2012,SEINE,HBC,51,45,,,N,,
7/17/2012,SEINE,BHS,32,29,0.2,LM REGRESSION,N,,
7/17/2012,SEINE,HBC,62,55,,,N,,
7/17/2012,HOOP,HBC,52,44,,,N,,
7/17/2012,HOOP,HBC,235,210,,,N,,
7/17/2012,HOOP,HBC,139,125,,,N,,
7/17/2012,HOOP,HBC,180,156,,,N,,
7/17/2012,HOOP,HBC,146,130,,,N,,
7/17/2012,HOOP,HBC,123,111,,,N,,
7/17/2012,SEINE,HBC,59,51,,,N,,
7/17/2012,SEINE,SPD,35,29,0.3,LM REGRESSION,N,,
7/17/2012,SEINE,HBC,53,46,,,N,,
7/17/2012,SEINE,HBC,60,52,,,N,,
7/17/2012,SEINE,HBC,47,40,,,N,,
7/17/2012,SEINE,HBC,53,47,,,N,,
7/17/2012,SEINE,HBC,45,37,,,N,,
7/17/2012,SEINE,SPD,49,42,0.9,LM REGRESSION,N,,
7/17/2012,SEINE,HBC,106,90,,,N,,
7/17/2012,SEINE,HBC,57,48,,,N,,
7/17/2012,SEINE,HBC,132,116,,,N,,
7/17/2012,SEINE,HBC,50,44,,,N,,
7/17/2012,SEINE,PKF,33,NA,0.3,FIELD,Y,PKF.7.14,
7/17/2012,SEINE,HBC,39,34,,,N,,
7/17/2012,SEINE,HBC,54,48,,,N,,
7/17/2012,HOOP,HBC,49,47,0.7,FIELD,N,,
7/17/2012,HOOP,HBC,124,108,12.9,FIELD,Y,HBC.7.10,
7/17/2012,HOOP,HBC,66,61,2.3,FIELD,N,,
7/17/2012,DIPNET,HBC,192,170,,,N,,
7/17/2012,DIPNET,SPD,45,40,0.7,LM REGRESSION,Y,SPD.7.19,
7/17/2012,DIPNET,SPD,40,36,0.4,FIELD,Y,SPD.7.13,
7/17/2012,DIPNET,HBC,54,45,0.6,FIELD,N,,
7/17/2012,DIPNET,SPD,46,42,0.8,LM REGRESSION,Y,SPD.7.20,
7/17/2012,DIPNET,SPD,52,45,0.5,FIELD,N,,
7/17/2012,DIPNET,PKF,30,25,0.2,FIELD,Y,PKF.7.22,
7/17/2012,DIPNET,SPD,42,38,0.5,FIELD,Y,SPD.7.18,
7/17/2012,DIPNET,HBC,57,52,,,N,,
7/17/2012,DIPNET,HBC,54,45,,,N,,
7/17/2012,DIPNET,HBC,56,48,,,N,,
7/17/2012,DIPNET,PKF,53,45,1.1,FIELD,Y,PKF.7.21,
7/17/2012,DIPNET,HBC,59,52,,,N,,
7/17/2012,DIPNET,HBC,52,46,,,N,,
7/17/2012,DIPNET,HBC,60,51,,,N,,
7/17/2012,DIPNET,HBC,50,42,,,N,,
7/17/2012,DIPNET,HBC,54,47,,,N,,
7/17/2012,DIPNET,PKF,32,24,0.1,FIELD,Y,PKF.7.13,
7/17/2012,DIPNET,PKF,25,21,,,N,,
7/17/2012,DIPNET,PKF,29,,,,N,,
7/17/2012,SEINE,PKF,35,30,,,N,,
7/17/2012,SEINE,HBC,57,50,,,N,,
7/17/2012,SEINE,SPD,46,40,0.8,LM REGRESSION,N,,
7/17/2012,SEINE,BHS,38,35,0.4,LM REGRESSION,N,,
7/17/2012,SEINE,HBC,50,42,,,N,,
7/17/2012,SEINE,BHS,42,38,0.5,LM REGRESSION,N,,
7/17/2012,SEINE,HBC,50,42,,,N,,
7/17/2012,SEINE,HBC,42,36,,,N,,
7/17/2012,SEINE,SPD,41,36,0.5,LM REGRESSION,N,,
7/17/2012,SEINE,HBC,39,34,,,N,,
7/17/2012,SEINE,PKF,34,30,,,N,,
7/17/2012,SEINE,HBC,136,112,,,N,,
7/17/2012,SEINE,HBC,110,96,,,N,,
7/17/2012,SEINE,HBC,47,41,,,N,,
7/17/2012,SEINE,SPD,39,35,0.5,LM REGRESSION,N,,
7/17/2012,SEINE,PKF,50,43,,,Y,PKF.7.17,
7/17/2012,SEINE,SPD,42,38,0.6,LM REGRESSION,N,,
7/17/2012,SEINE,HBC,60,53,,,N,,
7/17/2012,SEINE,PKF,40,34,,,N,,
7/17/2012,SEINE,HBC,120,106,,,N,,
7/17/2012,SEINE,HBC,40,35,,,N,,
7/17/2012,SEINE,HBC,60,51,,,N,,
7/17/2012,SEINE,HBC,50,42,,,N,,
